Gene,Importance
Unnamed: 79,42
50,40
Unnamed: 18,40
Unnamed: 74,40
Unnamed: 14,40
Unnamed: 92,40
Unnamed: 5,40
Unnamed: 39,40
Unnamed: 42,30
Unnamed: 93,30
Unnamed: 19,20
Unnamed: 183,20
Unnamed: 88,20
Unnamed: 67,20
Unnamed: 11,20
Unnamed: 21,20
Unnamed: 62,20
Unnamed: 257,10
Unnamed: 13,10
Unnamed: 45,10
Unnamed: 86,10
Unnamed: 59,10
Unnamed: 211,10
Unnamed: 12,10
60,10
Unnamed: 3,10
Unnamed: 182,10
Unnamed: 25,10
Unnamed: 184,10
Unnamed: 132,9
Unnamed: 29,8
Unnamed: 36,3
Unnamed: 32,2
Unnamed: 125,1
