Gene,Importance
Unnamed: 14,60
50,60
Unnamed: 92,50
Unnamed: 79,41
Unnamed: 39,40
Unnamed: 19,36
Unnamed: 67,30
Unnamed: 88,20
Unnamed: 32,20
Unnamed: 21,20
Unnamed: 255,20
Unnamed: 18,20
Unnamed: 74,20
Unnamed: 211,20
Unnamed: 182,20
Unnamed: 93,20
Unnamed: 12,10
Unnamed: 241,10
Unnamed: 25,10
220,10
Unnamed: 42,10
Unnamed: 13,10
Unnamed: 297,10
60,10
Unnamed: 78,10
Unnamed: 184,10
Unnamed: 257,10
260,10
Unnamed: 183,10
Unnamed: 36,9
Unnamed: 29,4
Unnamed: 62,1
