Gene,Importance
Unnamed: 147,133
Unnamed: 155,122
Unnamed: 282,107
Unnamed: 154,104
Unnamed: 384,102
Unnamed: 199,88
Unnamed: 138,86
250,60
350,60
Unnamed: 379,55
Unnamed: 385,53
Unnamed: 156,52
Unnamed: 142,46
Unnamed: 233,40
Unnamed: 224,40
Unnamed: 388,40
Unnamed: 253,37
Unnamed: 85,33
Unnamed: 31,33
Unnamed: 212,32
Unnamed: 343,31
Unnamed: 215,30
310,30
Unnamed: 159,28
Unnamed: 333,26
Unnamed: 157,20
Unnamed: 217,20
Unnamed: 317,20
Unnamed: 89,20
Unnamed: 32,20
100,20
Unnamed: 96,16
Unnamed: 293,16
Unnamed: 381,15
Unnamed: 174,15
Unnamed: 305,14
340,13
Unnamed: 299,12
120,12
Unnamed: 256,12
Unnamed: 188,10
Unnamed: 359,10
Unnamed: 208,10
Unnamed: 56,10
Unnamed: 249,10
Unnamed: 105,10
Unnamed: 216,10
Unnamed: 328,10
Unnamed: 348,10
Unnamed: 167,10
Unnamed: 334,10
Unnamed: 97,10
Unnamed: 244,10
Unnamed: 193,10
Unnamed: 164,10
Unnamed: 255,10
Unnamed: 248,10
Unnamed: 98,6
Unnamed: 301,6
Unnamed: 12,5
Unnamed: 94,4
Unnamed: 76,4
260,3
Unnamed: 396,3
Unnamed: 75,3
Unnamed: 172,1
