Gene,Importance
Unnamed: 79,90
50,60
Unnamed: 62,60
Unnamed: 14,60
Unnamed: 74,60
Unnamed: 39,60
60,50
Unnamed: 93,50
Unnamed: 42,50
Unnamed: 5,40
Unnamed: 18,40
Unnamed: 257,39
Unnamed: 59,20
Unnamed: 67,20
Unnamed: 21,20
Unnamed: 183,20
Unnamed: 92,20
Unnamed: 36,18
Unnamed: 3,17
Unnamed: 11,13
Unnamed: 184,10
Unnamed: 19,10
Unnamed: 12,10
Unnamed: 88,10
Unnamed: 132,10
Unnamed: 297,10
Unnamed: 32,10
Unnamed: 258,10
Unnamed: 299,10
260,10
Unnamed: 211,10
Unnamed: 25,10
Unnamed: 38,3
