Gene,Importance
Unnamed: 74,81
Unnamed: 92,70
50,70
Unnamed: 14,60
60,40
Unnamed: 19,40
Unnamed: 79,40
Unnamed: 39,40
Unnamed: 21,40
Unnamed: 257,39
Unnamed: 67,33
Unnamed: 36,30
Unnamed: 18,30
Unnamed: 93,29
Unnamed: 5,20
Unnamed: 42,20
260,20
Unnamed: 182,19
Unnamed: 62,17
Unnamed: 12,10
Unnamed: 297,10
Unnamed: 25,10
Unnamed: 13,10
Unnamed: 45,10
Unnamed: 81,10
Unnamed: 32,10
Unnamed: 29,10
Unnamed: 255,10
Unnamed: 183,10
Unnamed: 132,1
Unnamed: 299,1
Unnamed: 37,1
