,train-mlogloss-mean,train-mlogloss-std,test-mlogloss-mean,test-mlogloss-std,train-f1-mean,train-f1-std,test-f1-mean,test-f1-std
0,2.1809322,0.0029494414657694505,2.2154714,0.0034454779987687636,0.2770604,0.01727151824941863,0.2028374,0.011764004957496407
1,2.0883226,0.003041923312642735,2.1518623999999997,0.006201445850767442,0.2900662,0.0111861346746765,0.20154339999999998,0.029582631293378892
2,2.0150412,0.0035773679374646295,2.1018728,0.008108586421812293,0.2913306,0.00879806134554652,0.1902802,0.022271580369610054
3,1.9561868,0.0036013911423226365,2.0646194,0.009863235607040964,0.29624839999999997,0.008438913451386977,0.19155499999999998,0.018161570229470805
4,1.9074206,0.0040682652125936854,2.0324435999999997,0.011848482326441638,0.3069892,0.009094086988807615,0.20004619999999998,0.02292583261214301
5,1.8675802000000001,0.0039408463760974115,2.0063882,0.014723546385297244,0.3083108,0.007359899575401836,0.19677760000000002,0.0157154744579984
6,1.8326908,0.0036795434716823286,1.9854750000000003,0.016343675412831733,0.31513460000000004,0.006026685543480762,0.2012632,0.026653269611062732
7,1.8030096,0.0032957930517555365,1.9687734,0.0160244382690939,0.3196348,0.00621978441427031,0.2005292,0.026549154897284395
8,1.777008,0.004444936984930176,1.9559594,0.016078992140056553,0.32545940000000007,0.005121207381077243,0.1976816,0.022830033680220446
9,1.7535853999999997,0.00410720715815499,1.9448260000000002,0.01648795441526934,0.3321986,0.006511467349223219,0.1963304,0.023855565611403978
